会社名,仕事内容,勤務地,初年度年収,対象となる方,給与,情報更新日
和弘食品株式会社,【業務用調味料メーカーのIT部門を担う】社内SEとして、社内システムの開発や運用・保守など、当社の情報システムにかかわる業務全般,【本社】北海道小樽市銭函3丁目504番地1 ※U・Iターン歓迎/住宅手当あり ※転勤なし ※マイカ…,360万円～380万円,【残業月20h程度】◎システムエンジニアとして経験がある方(分野や携わった内容は不問) ◎PCスキル・ITに関する知見があればOK ★開発経験者は優遇,月給19万円〜21万円 ※経験・年齢を考慮の上、当社規定により優遇いたします。 ※試用期間(3ヵ月)も条件…,2020/12/25
鎌形建設株式会社,【官公庁案件が7割！長年の信頼から需要も安定しています！】◆RC造を中心に、官公庁施設や学校、病院などの新築・改築・耐震補強の工事の管理を担当,◆マイカー通勤OK・転勤なし・芝山千代田駅から車で15分 【本社】 千葉県香取郡多古町多古591,352万円～691万円,【スキルがさらに深まる職場】◆要普免（AT限定可）◆1級・2級建築施工管理技士、もしくは1級・2級建築士の資格をお持ちの方 ＊現場は千葉県が中心！,"月給251,000円〜（一律手当含む） ※経験や能力等を考慮の上、当社規定により決定致します ※試用期間…",2020/12/25
和弘食品株式会社,【業務用調味料メーカーの製造業務】◎スープや調味料の原料の計量、投入、充填作業など ◎大手企業のPB商品などを多数手がけています,【U・Iターン歓迎/住宅手当あり】 ★北海道工場（小樽市）か関東工場（茨城県坂東市）のいずれか 【…,380万円～450万円,【経験不問／第二新卒やU・Iターン歓迎】◎人物・意欲を重視して採用します！未経験の方もご応募OK！ ★製造職経験者の方は優遇します,月給17万円〜 ※経験・年齢を考慮の上、当社規定により優遇いたします。 ※試用期間(3ヵ月)も条件に変更…,2020/12/25
日医工株式会社,決算業務および税務対応,富山県富山市総曲輪1丁目6番21 ★転勤なし ★マイカー通勤OK,,性別・年齢・学歴不問／財務・経理業務経験者,月給17万590円〜36万円+諸手当 ※あなたの経験や年齢等を考慮し、支給額を決定します ※試用期間：6か月…,2020/12/25
デカトロンジャパン株式会社,世界最大級のスポーツ用品メーカー『DECATHLON』のECマーケットプレイス運営をお任せします,◆希望を考慮し、「兵庫県」「千葉県」のいずれかの勤務地へ配属となります。リモートワークもOK！ ※…,600万円～700万円,＼スポーツ好き大歓迎！／◎学歴不問【応募条件】◆Eコマース業界でのデジタルマーケティング経験をお持ちの方（2年以上）◆英語スキル（初級以上）,"【年俸制】 600万円〜700万円 ※上記給与には月30時間／75,600万円〜分の固定残業代が含まれ、超過分は別…",2020/12/25
株式会社CAC,本社1Fにある直営店『CACエステサロン ヒバハウス』での事務や販売をお任せします。,◆初石駅徒歩5分！転勤なし・マイカー通勤OK 【本社】 千葉県流山市東初石2-186,280万円～350万円,"【応募条件】◆事務経験（業界・年数不問）◆基本的なPCスキル（Word,Excel）をお持ちの方 ◇接客や販売経験ある方歓迎",月給21万円〜25万円 ※経験や年齢等を考慮の上、当社規定により決定致します ※試用期間3ヶ月あり（待遇…,2020/12/25
沖電気工業株式会社,管理技術者・現場代理人として、交通・防災システムなどの建設工事案件をお任せします。案件にもより異なりますが1案件数億円規模となります！,■東京都港区芝浦4-10-16 ■大阪府大阪市中央区備後町2-6-8 サンライズビル8F・9F ※…,500万円～800万円,【応募条件】◎監理技術者資格（電気通信工事業）または1級電気通信工事施工管理技士のいずれかの資格を有する方※学歴不問！,"月給：212,500円〜＋各種手当 ※2019年新卒入社実績 　・236,500円（修士了） 　・212,500円（学部卒） …",2020/12/22
三沢電機株式会社,【将来の管理職候補】◎当社の管理課で総務・経理業務全般をお任せします！◎専門知識も身につけることができます！,＼★駅チカで通勤も便利です！／ 【本社】 神奈川県横浜市西区戸部町4-158 〈アクセス〉 横浜市…,,◇経理経験◇日商簿記2級程度(工業簿記)の知識◇Excel・Wordのスキル◎安定基盤で充実のサポート体制のもと、長く活躍したい方大歓迎！,年俸300〜500万円,2020/12/22
株式会社ハイマックス,設計・構築から運用管理まで、インフラ関連の業務全般（サーバメイン）を担当します。独立系の特色を活かし、マルチベンダ対応できます！,本社　もしくは　顧客先（神奈川県内・東京23区内・23区外 ※直行直帰での勤務） 【本社】 神奈川…,400万円～700万円,■インフラ設計・構築経験2年以上 ■プラットフォーム_WindowsServer、Linux、UNIXのいずれかでの構築経験 ★テレワークへの取り組みも推進中！,月給27万円以上 年齢・経験・スキル等を考慮のうえ、決定いたします。 試用期間3ヵ月あり。待遇に変更は…,2020/12/22
株式会社ハイマックス,【ノルマ・飛び込みなし！】独立系SIerで、既存顧客のフォローや関係構築に携わっていただきます。《WEB面接OK／充実の福利厚生が魅力》,★みなとみらい駅直結！ 【本社】 神奈川県横浜市西区みなとみらい2-3-5 クイーンズタワーC棟1…,450万円～700万円,■SIer・ソフトハウス・IT業界のメーカーでの営業経験 もしくは エンジニアとして顧客との折衝経験／ノルマをガツガツ追いかける営業ではありません！,月給30万円以上 年齢・経験・スキル等を考慮のうえ、決定いたします。 試用期間3ヵ月あり。待遇に変更は…,2020/12/22
沖電気工業株式会社,金融機関向けの各種提案～構築プロジェクトの取り纏めや支援をお任せいたします。,埼玉県蕨市中央1-16-8 ＜アクセス＞ JR京浜東北線「蕨」駅下車　西口より徒歩7分,450万円～1000万円,【応募条件】◎何かしらの提案活動もしくは構築経験や取り纏め支援経験のある方◎システム保守経験のある方※学歴不問！,"月給：212,500円〜＋各種手当 ※2019年新卒入社実績 　・236,500円（修士了） 　・212,500円（学部卒） …",2020/12/22
三沢電機株式会社,【未経験から一生活かせる設計・積算のスキルが身につく！】工場・官公庁・学校などの電気・空調・衛生設備の設計・積算をお任せします！,＼駅チカで通勤も便利です！／ 【本社】 神奈川県横浜市西区戸部町4-158 〈アクセス〉 横浜市営…,,【未経験・第二新卒歓迎】人物・意欲重視の採用です！◎学歴不問◎要普免（AT限定可）★電気・空調・衛生設備系の設計・積算経験がある方大歓迎！,月給20万円〜＋役職給+資格給 ※給与詳細は、経験・年齢・スキル等を考慮し、 　当社規定により決定いた…,2020/12/22
沖電気工業株式会社,【上流工程から参画！】Web・スマホアプリケージョンのシステム開発に関するプロジェクトを提案／開発～導入／保守全ての工程をお任せします。,埼玉県蕨市中央1-16-8 ＜アクセス＞ JR京浜東北線「蕨」駅下車　西口より徒歩7分,450万円～750万円,【応募条件】プロジェクトにてPM/DM/PL/サブPM/サブDMのいずれかの経験をお持ちの方※学歴不問！★スキルアップしたい方歓迎！入社後資格取得を推奨中,"月給：212,500円〜＋各種手当 ※2019年新卒入社実績 　・236,500円（修士了） 　・212,500円（学部卒） …",2020/12/22
ArchiTek株式会社,■当社が独自開発した超小型AI＆画像処理コアを実装したSoC設計開発をお任せします。■コミュニケーションが非常に活発な組織です。,★転勤なし、リモート勤務あり ■大阪本社 大阪府大阪市西区北堀江1丁目1番29号 四ツ橋MT長谷ビ…,450万円～800万円,【必須条件】■学歴不問 ■仕様策定、仕様調整・整合スキル ■デジタルシステムの論理機能検証スキル ■Verilog HDLが理解できる方,月給35万円〜60万円 ※経験・能力等を考慮して決定します。,2020/12/22
沖電気工業株式会社,提案、開発、試験・保守すべての工程やコスト、スケジュール管理まで幅広くお任せします。上流工程から参画可能！★スキルアップ出来る環境◎,埼玉県蕨市中央1-16-8 ＜アクセス＞ JR京浜東北線「蕨」駅下車　西口より徒歩7分,450万円～750万円,【応募条件】サブプロジェクトマネージャー、または構築担当として実務経験がある方※学歴不問！◆コミュニケーション力重視の採用です！,"月給：212,500円〜＋各種手当 ※2019年新卒入社実績 　・236,500円（修士了） 　・212,500円（学部卒） …",2020/12/22
